Time [s]	Epidermis	Dermis	Fat
34.74	306.03	308.69	310.15
34.84	306.02	308.68	310.15
34.94	306.01	308.67	310.15
35.04	306	308.67	310.15
35.14	305.99	308.66	310.15
35.24	305.98	308.65	310.15
35.34	305.97	308.64	310.15
35.44	305.96	308.64	310.15
35.54	305.95	308.63	310.15
35.64	305.94	308.62	310.15
35.74	305.93	308.61	310.15
35.84	305.92	308.6	310.15
35.94	305.91	308.6	310.15
36.04	305.9	308.59	310.15
36.14	305.89	308.58	310.15
36.24	305.88	308.57	310.15
36.34	305.87	308.57	310.15
36.44	305.86	308.56	310.15
36.54	305.85	308.55	310.15
36.64	305.84	308.54	310.15
36.74	305.84	308.54	310.15
36.84	305.83	308.53	310.15
36.94	305.82	308.52	310.15
37.04	305.81	308.51	310.15
37.14	305.8	308.51	310.15
37.24	305.79	308.5	310.15
37.34	305.78	308.49	310.15
37.44	305.77	308.48	310.15
37.54	305.76	308.48	310.15
37.64	305.75	308.47	310.15
37.74	305.74	308.46	310.15
37.84	305.73	308.45	310.15
37.94	305.72	308.44	310.15
38.04	305.71	308.44	310.15
38.14	305.7	308.43	310.15
38.24	305.69	308.42	310.15
38.34	305.68	308.41	310.15
38.44	305.67	308.41	310.15
38.54	305.66	308.4	310.15
38.64	305.65	308.39	310.15
38.74	305.64	308.38	310.15
38.84	305.63	308.38	310.15
38.94	305.62	308.37	310.15
39.04	305.61	308.36	310.15
39.14	305.61	308.35	310.15
39.24	305.6	308.34	310.15
39.34	305.59	308.34	310.15
39.44	305.58	308.33	310.15
39.54	305.57	308.32	310.15
39.64	305.56	308.31	310.15
39.74	305.55	308.31	310.15
39.84	305.54	308.3	310.15
39.94	305.53	308.29	310.15
40.04	305.52	308.28	310.15
40.14	305.51	308.28	310.15
40.24	305.5	308.27	310.15
40.34	305.49	308.26	310.15
40.44	305.48	308.25	310.15
40.54	305.47	308.24	310.15
40.64	305.46	308.24	310.15
40.74	305.46	308.23	310.15
40.84	305.45	308.22	310.15
40.94	305.44	308.21	310.15
41.04	305.43	308.21	310.15
41.14	305.42	308.2	310.15
41.24	305.41	308.19	310.15
41.34	305.4	308.18	310.15
41.44	305.39	308.18	310.15
41.54	305.38	308.17	310.15
41.64	305.37	308.16	310.15
41.74	305.36	308.15	310.15
41.84	305.35	308.15	310.15
41.94	305.34	308.14	310.15
42.04	305.34	308.13	310.15
42.14	305.33	308.12	310.15
42.24	305.32	308.11	310.15
42.34	305.31	308.11	310.15
42.44	305.3	308.1	310.15
42.54	305.29	308.09	310.15
42.64	305.28	308.08	310.15
42.74	305.27	308.08	310.15
42.84	305.26	308.07	310.15
42.94	305.25	308.06	310.15
43.04	305.24	308.05	310.15
43.14	305.23	308.05	310.15
43.24	305.23	308.04	310.15
43.34	305.22	308.03	310.15
43.44	305.21	308.02	310.15
43.54	305.2	308.01	310.15
43.64	305.19	308.01	310.15
43.74	305.18	308	310.15
43.84	305.17	307.99	310.15
43.94	305.16	307.98	310.15
44.04	305.15	307.98	310.15
44.14	305.14	307.97	310.15
44.24	305.14	307.96	310.15
44.34	305.13	307.95	310.15
44.44	305.12	307.95	310.15
44.54	305.11	307.94	310.15
44.64	305.1	307.93	310.15
44.74	305.09	307.92	310.15
44.84	305.08	307.92	310.15
44.94	305.07	307.91	310.15
45.04	305.06	307.9	310.15
45.14	305.06	307.89	310.15
45.24	305.05	307.88	310.15
45.34	305.04	307.88	310.15
45.44	305.03	307.87	310.15
45.54	305.02	307.86	310.15
45.64	305.01	307.85	310.15
45.74	305	307.85	310.15
45.84	304.99	307.84	310.15
45.94	304.98	307.83	310.15
46.04	304.98	307.82	310.15
46.14	304.97	307.82	310.15
46.24	304.96	307.81	310.15
46.34	304.95	307.8	310.15
46.44	304.94	307.79	310.15
46.54	304.93	307.79	310.15
46.64	304.92	307.78	310.15
46.74	304.91	307.77	310.15
46.84	304.91	307.76	310.15
46.94	304.9	307.76	310.15
47.04	304.89	307.75	310.15
47.14	304.88	307.74	310.15
47.24	304.87	307.73	310.15
47.34	304.86	307.73	310.15
47.44	304.85	307.72	310.15
47.54	304.84	307.71	310.15
47.64	304.84	307.7	310.15
47.74	304.83	307.69	310.15
47.84	304.82	307.69	310.15
47.94	304.81	307.68	310.15
48.04	304.8	307.67	310.15
48.14	304.79	307.66	310.15
48.24	304.78	307.66	310.15
48.34	304.78	307.65	310.15
48.44	304.77	307.64	310.15
48.54	304.76	307.63	310.15
48.64	304.75	307.63	310.15
48.74	304.74	307.62	310.15
48.84	304.73	307.61	310.15
48.94	304.72	307.6	310.15
49.04	304.72	307.6	310.15
49.14	304.71	307.59	310.15
49.24	304.7	307.58	310.15
49.34	304.69	307.57	310.15
49.44	304.68	307.57	310.15
49.54	304.67	307.56	310.15
49.64	304.66	307.55	310.15
49.74	304.66	307.54	310.15
49.84	304.65	307.54	310.15
49.94	304.64	307.53	310.15
50.04	304.63	307.52	310.15
50.14	304.62	307.51	310.15
50.24	304.61	307.51	310.15
50.34	304.6	307.5	310.15
50.44	304.6	307.49	310.15
50.54	304.59	307.48	310.15
50.64	304.58	307.48	310.15
50.74	304.57	307.47	310.15
50.84	304.56	307.46	310.15
50.94	304.55	307.45	310.15
51.04	304.55	307.45	310.15
51.14	304.54	307.44	310.15
51.24	304.53	307.43	310.15
51.34	304.52	307.42	310.15
51.44	304.51	307.42	310.15
51.54	304.5	307.41	310.15
51.64	304.5	307.4	310.15
51.74	304.49	307.39	310.15
51.84	304.48	307.39	310.15
51.94	304.47	307.38	310.15
52.04	304.46	307.37	310.15
52.14	304.45	307.36	310.15
52.24	304.44	307.36	310.15
52.34	304.44	307.35	310.15
52.44	304.43	307.34	310.15
52.54	304.42	307.33	310.15
52.64	304.41	307.33	310.15
52.74	304.4	307.32	310.15
52.84	304.4	307.31	310.15
52.94	304.39	307.3	310.15
53.04	304.38	307.3	310.15
53.14	304.37	307.29	310.15
53.24	304.36	307.28	310.15
53.34	304.35	307.27	310.15
53.44	304.35	307.27	310.15
53.54	304.34	307.26	310.15
53.64	304.33	307.25	310.15
53.74	304.32	307.24	310.15
53.84	304.31	307.24	310.15
53.94	304.3	307.23	310.15
54.04	304.3	307.22	310.15
54.14	304.29	307.21	310.15
54.24	304.28	307.21	310.15
54.34	304.27	307.2	310.15
54.44	304.26	307.19	310.15
54.54	304.26	307.18	310.15
54.64	304.25	307.18	310.15
54.74	304.24	307.17	310.15
54.84	304.23	307.16	310.15
54.94	304.22	307.15	310.15
55.04	304.21	307.15	310.15
55.14	304.21	307.14	310.15
55.24	304.2	307.13	310.15
55.34	304.19	307.13	310.15
55.44	304.18	307.12	310.15
55.54	304.17	307.11	310.15
55.64	304.17	307.1	310.15
55.74	304.16	307.1	310.15
55.84	304.15	307.09	310.15
55.94	304.14	307.08	310.15
56.04	304.13	307.07	310.15
56.14	304.13	307.07	310.15
56.24	304.12	307.06	310.15
56.34	304.11	307.05	310.15
56.44	304.1	307.04	310.15
56.54	304.09	307.04	310.15
56.64	304.09	307.03	310.15
56.74	304.08	307.02	310.15
56.84	304.07	307.01	310.15
56.94	304.06	307.01	310.15
57.04	304.05	307	310.15
57.14	304.05	306.99	310.15
57.24	304.04	306.99	310.15
57.34	304.03	306.98	310.15
57.44	304.02	306.97	310.15
57.54	304.01	306.96	310.15
57.64	304.01	306.96	310.15
57.74	304	306.95	310.15
57.84	303.99	306.94	310.15
57.94	303.98	306.93	310.15
